,PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
12,GNEWS,ELEICAO E O MINISTERIO DE BOLSONARO,TELA,x,2022,Jan,21,Fri,5,31,51
13,GNEWS,J10,x,x,2022,Jan,21,Fri,21,35,36
14,GNEWS,LINHA DO TEMPO,ARTE,GVB,2022,Jan,21,Fri,20,12,32
15,J10,TWITTER LULA,x,x,2022,Jan,21,Fri,21,21,51
16,JH,CONITEC,DESTAQUE,x,2022,Jan,21,Fri,11,9,42
17,JH,CONITEC,DESTAQUE,x,2022,Jan,21,Fri,11,20,42
18,JH,CONITEC,DESTAQUE,x,2022,Jan,21,Fri,11,2,42
19,JH,CONITEC,DESTAQUE,x,2022,Jan,21,Fri,11,10,18
20,JH,CONITEC,x,x,2022,Jan,21,Fri,11,2,22
21,JH,CONITEC,x,KMB,2022,Jan,21,Fri,10,58,46
22,JN,KIT COVID ARTE DIARIO OFICIAL,ARTE,x,2022,Jan,21,Fri,19,21,44
23,JN,KIT,ARTE,x,2022,Jan,21,Fri,20,25,2
24,JN,KIT,ARTE,x,2022,Jan,21,Fri,19,53,22
25,JN,KIT,ARTE,x,2022,Jan,21,Fri,20,5,58
26,JN,VOLTAM UNIVERSIDADES,FOTO,x,2022,Jan,21,Fri,17,46,13
27,JN,VOLTAM UNIVERSIDADES,FOTO,x,2022,Jan,21,Fri,19,45,20
28,JN,VOLTAM UNIVERSIDADES,FOTO,x,2022,Jan,21,Fri,17,21,45
29,JN,VOLTAM UNIVERSIDADES,FOTO,x,2022,Jan,21,Fri,19,40,18
30,JN,VOLTAM UNIVERSIDADES,FOTO,x,2022,Jan,21,Fri,19,48,32
0,BDDF,APREENSOES,x,x,2022,Jan,23,Sun,21,41,45
1,BDDF,APREENSOES,x,x,2022,Jan,23,Sun,21,2,8
2,BDDF,AUDIENCIA,x,x,2022,Jan,23,Sun,20,55,47
3,BDDF,CRIMES,GRAFICO,x,2022,Jan,23,Sun,18,17,41
4,BDDF,CRIMES,GRAFICO,x,2022,Jan,23,Sun,20,32,52
5,BDDF,CRIMES,GRAFICO,x,2022,Jan,23,Sun,19,19,35
6,BDDF,CRIMES,GRAFICO,x,2022,Jan,23,Sun,18,40,48
7,BDDF,EMPREGOS,x,x,2022,Jan,23,Sun,21,50,40
8,BDDF,INTOLERANCIA,x,x,2022,Jan,23,Sun,17,52,27
9,BDDF,MASCARAS,ARTE,x,2022,Jan,23,Sun,18,36,38
10,BDDF,RANCHO,ARTE,x,2022,Jan,23,Sun,19,36,4
11,GNEWS,RELEASE,DESTAQUE,x,2022,Jan,23,Sun,20,48,7
0,BDBR,REAGE CLOROQUINA,DESTAQUE,x,2022,Jan,24,Mon,23,25,34
1,BDBR,SANCAO ORCAMENTO,ARTE,x,2022,Jan,24,Mon,8,17,14
2,BDBR,SANCAO ORCAMENTO,ARTE,x,2022,Jan,24,Mon,8,0,30
3,BDBR,SANCAO ORCAMENTO,DESTAQUE,x,2022,Jan,24,Mon,7,43,34
4,BDDF,LINHAS,x,x,2022,Jan,24,Mon,21,40,37
5,BDDF,ACIDENTES BR080,x,x,2022,Jan,24,Mon,22,28,23
6,BDDF,AUDIENCIA,ARTE,x,2022,Jan,24,Mon,5,9,24
7,BDDF,CUIDADOS AGUA,x,x,2022,Jan,24,Mon,23,7,7
8,BDDF,EMPRESAS PANDEMIA,ARTE,KLB,2022,Jan,24,Mon,19,7,1
9,BDDF,MASCARAS RECOMENDADAS,ARTE,x,2022,Jan,24,Mon,5,36,40
10,BDDF,MASCARAS RECOMENDADAS,ARTE,x,2022,Jan,24,Mon,5,32,36
11,BDDF,NUMEROS DE CASOS,ARTE,x,2022,Jan,24,Mon,22,32,28
12,BDDF,NUMEROS DE CASOS,ARTE,x,2022,Jan,24,Mon,22,6,13
13,BDDF,REPASSES PARA EMPRESAS,x,x,2022,Jan,24,Mon,22,0,35
14,BDDF,REPASSES PARA EMPRESAS,x,x,2022,Jan,24,Mon,22,27,16
15,BDDF,REPASSES PARA EMPRESAS,x,x,2022,Jan,24,Mon,22,18,36
16,DF1,COVID DF,ARTE,KMB,2022,Jan,24,Mon,11,9,18
17,DF1,DEMITE IGES,DESTAQUE,x,2022,Jan,24,Mon,9,48,54
18,DF1,DEMITE IGES,DESTAQUE,x,2022,Jan,24,Mon,9,55,7
19,DF1,DEMITE IGES,DESTAQUE,x,2022,Jan,24,Mon,9,54,39
20,DF1,DEMITE IGES,DESTAQUE,x,2022,Jan,24,Mon,9,48,39
21,DF1,DEMITE IGES,DESTAQUE,x,2022,Jan,24,Mon,9,51,31
22,DF1,DEMITE IGES,DESTAQUE,x,2022,Jan,24,Mon,11,49,40
23,DF1,DEMITE IGES,DESTAQUE,x,2022,Jan,24,Mon,11,52,59
24,DF1,DEMITE IGES,FOTO,x,2022,Jan,24,Mon,9,55,17
25,DF1,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,16,15,20
26,DF1,EMPREGO,ARTE,x,2022,Jan,24,Mon,11,47,57
27,DF1,EMPREGO,ARTE,x,2022,Jan,24,Mon,12,5,42
28,DF1,MILHAS E CASHBACK,TELA,x,2022,Jan,24,Mon,21,52,16
29,DF1,MILHAS E CASHBACK,TELA,x,2022,Jan,24,Mon,21,52,36
30,DF2,BECOS,ARTE,KLB,2022,Jan,24,Mon,17,14,21
31,DF2,BECOS,ARTE,KLB,2022,Jan,24,Mon,16,30,40
32,DF2,BECOS,ARTE,KLB,2022,Jan,24,Mon,15,46,47
33,DF2,BURACOS,DESTAQUE,KLB,2022,Jan,24,Mon,15,57,30
34,DF2,BURACOS,DESTAQUE,x,2022,Jan,24,Mon,14,8,54
35,DF2,BURACOS,DESTAQUE,x,2022,Jan,24,Mon,14,20,5
36,DF2,BURACOS,DESTAQUE,KLB,2022,Jan,24,Mon,14,20,53
37,DF2,BURACOS,PASSEIO,KLB,2022,Jan,24,Mon,14,30,29
38,DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,16,26,33
39,DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,16,43,55
40,DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,16,47,30
41,DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,16,29,2
42,DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,16,38,5
43,DF2,MAPA,MAPA,PHB,2022,Jan,24,Mon,17,37,55
44,GE,TELAO MERCHAN,TELA,x,2022,Jan,24,Mon,5,16,28
45,GNEWS,CORTE,TELA,x,2022,Jan,24,Mon,21,34,50
46,GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,20,11,17
47,GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,20,16,29
48,GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,20,8,47
49,GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Jan,24,Mon,20,22,32
50,GNEWS,DOC ED 18,DESTAQUE,x,2022,Jan,24,Mon,17,30,33
51,GNEWS,DOC ED 18,DESTAQUE,x,2022,Jan,24,Mon,17,32,22
52,GNEWS,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,8,8,48
53,GNEWS,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,8,19,7
54,GNEWS,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,9,46,15
55,GNEWS,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,8,12,6
56,GNEWS,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,11,58,4
57,GNEWS,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,12,50,15
58,GNEWS,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,12,58,45
59,H1,ORCAMENTO,ARTE,x,2022,Jan,24,Mon,20,49,16
60,H1,ORCAMENTO,ARTE,x,2022,Jan,24,Mon,21,48,24
61,J10,HIDRELETRICA,ARTE,x,2022,Jan,24,Mon,20,43,46
62,JG,ORCAMENTO,ARTE,x,2022,Jan,24,Mon,20,36,54
63,JG,ORCAMENTO,ARTE,x,2022,Jan,24,Mon,21,41,24
64,JH,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,12,36,41
65,JH,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,12,7,33
66,JH,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,12,55,59
67,JH,ORCAMENTO 2022,ARTE,x,2022,Jan,24,Mon,13,16,42
68,JN,CLOROQUINA VACINAS DESTAQUE BOLETIM,DESTAQUE,x,2022,Jan,24,Mon,20,6,38
69,JN,CLOROQUINA VACINAS,ARTE,x,2022,Jan,24,Mon,20,37,30
70,JN,CLOROQUINA VACINAS,ARTE,x,2022,Jan,24,Mon,20,3,34
71,JN,CLOROQUINA x VACINAS,x,x,2022,Jan,24,Mon,19,57,24
72,JN,HIDRELETRICA,ARTE,x,2022,Jan,24,Mon,19,22,41
73,JN,HIDRELETRICA,DESTAQUE,x,2022,Jan,24,Mon,20,8,43
74,JN,HIDRELETRICA,DESTAQUE,x,2022,Jan,24,Mon,20,17,58
75,JN,HIDRELETRICA,DESTAQUE,x,2022,Jan,24,Mon,20,21,57
76,JN,HIDRELETRICA,DESTAQUE,x,2022,Jan,24,Mon,19,32,42
77,JN,HIDRELETRICA,DESTAQUE,x,2022,Jan,24,Mon,19,40,29
78,JN,ORCAMENTO,ARTE,x,2022,Jan,24,Mon,19,49,31
79,JN,PASSEIO,PASSEIO,PHB,2022,Jan,24,Mon,19,25,39
0,BDBR,MAPA,MAPA,x,2022,Jan,25,Tue,23,23,43
1,BDDF,ONDE,x,x,2022,Jan,25,Tue,23,30,0
2,BDDF,DESTAQUE,DESTAQUE,PHB,2022,Jan,25,Tue,19,56,45
3,BDDF,DESTAQUE,DESTAQUE,PHB,2022,Jan,25,Tue,20,0,8
4,BDDF,DEVOLVE DINHEIRO,ARTE,x,2022,Jan,25,Tue,20,8,55
5,BDDF,EMPREGO,ARTE,x,2022,Jan,25,Tue,18,54,9
6,BDDF,INSS,ARTE,x,2022,Jan,25,Tue,23,22,44
7,BDDF,INSS,ARTE,x,2022,Jan,25,Tue,23,31,41
8,BDDF,MAPA,MAPA,PHB,2022,Jan,25,Tue,22,24,58
9,BDDF,MAPA,MAPA,PHB,2022,Jan,25,Tue,19,45,43
10,BDDF,SELO VIOLENCIA MULHERES,x,x,2022,Jan,25,Tue,5,31,14
11,BDDF,SELO VIOLENCIA MULHERES,x,x,2022,Jan,25,Tue,5,56,10
12,BDDF,VENDA DE IMOVEIS,ARTE,x,2022,Jan,25,Tue,22,18,27
13,BDDF,VENDA DE IMOVEIS,ARTE,x,2022,Jan,25,Tue,22,26,40
14,BDDF,VENDA DE IMOVEIS,ARTE,x,2022,Jan,25,Tue,21,39,26
15,DF1,CIRURGIA,ARTE,x,2022,Jan,25,Tue,11,23,55
16,DF1,CIRURGIA,ARTE,x,2022,Jan,25,Tue,11,32,46
17,DF1,COVID SEGUNDAS,ARTE,x,2022,Jan,25,Tue,10,23,13
18,DF1,FILAS CIRURGIA,MAPA,KMB,2022,Jan,25,Tue,10,56,4
19,DF1,FILAS CIRURGICA,ARTE,x,2022,Jan,25,Tue,10,46,20
20,DF1,MAL ILUMINADA,x,KMB,2022,Jan,25,Tue,9,53,35
21,DF1,MAL ILUMINADA,x,KMB,2022,Jan,25,Tue,10,58,11
22,DF1,OCUPACAO UTI,DESTAQUE,KMB,2022,Jan,25,Tue,7,57,54
23,DF1,PM AGRESSAO,ARTE,x,2022,Jan,25,Tue,8,59,9
24,DF1,PM AGRESSAO,ARTE,x,2022,Jan,25,Tue,11,18,42
25,DF1,PM AGRESSAO,DESTAQUE,KLB,2022,Jan,25,Tue,9,0,24
26,DF1,VACINACAO CRIANCAS,DESTAQUE,x,2022,Jan,25,Tue,11,41,29
27,DF1,VACINACAO CRIANCAS,DESTAQUE,x,2022,Jan,25,Tue,11,48,39
28,DF2,CONDOMINIO,x,PHB,2022,Jan,25,Tue,16,17,27
29,DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,25,Tue,14,22,13
30,DF2,EMPREGO,ARTE,x,2022,Jan,25,Tue,17,58,41
31,DF2,EMPREGO,ARTE,x,2022,Jan,25,Tue,17,55,46
32,GE,PALMEIRAS CAMPEAO COPINHA,x,x,2022,Jan,25,Tue,11,40,50
33,GNEWS,ANDERSON OLIVEIRA,FOTO,x,2022,Jan,25,Tue,8,5,42
34,GNEWS,ARRECADACAO,x,x,2022,Jan,25,Tue,21,11,38
35,GNEWS,LEITOS,ARTE,x,2022,Jan,25,Tue,21,8,33
36,GNEWS,LEITOS,ARTE,x,2022,Jan,25,Tue,21,34,36
37,GNEWS,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,36,50
38,GNEWS,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,49,4
39,GNEWS,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,21,53
40,GNEWS,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,26,5
41,GNEWS,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,57,33
42,GNEWS,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,14,52,0
43,GNEWS,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,15,17,3
44,H1,ARRECADACAO,ARTE,x,2022,Jan,25,Tue,23,11,16
45,H1,COMBATE A CORRUPCAO,ARTE,x,2022,Jan,25,Tue,23,2,14
46,H1,COMBATE A CORRUPCAO,ARTE,x,2022,Jan,25,Tue,23,2,34
47,H1,COMBATE A CORRUPCAO,DISPLAY,x,2022,Jan,25,Tue,22,25,10
48,H1,COMBATE A CORRUPCAO,x,x,2022,Jan,25,Tue,21,45,24
49,J10,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,18,47,33
50,J10,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,18,48,11
51,J10,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,18,47,48
52,JG,GRAFICO,GRAFICO,x,2022,Jan,25,Tue,22,10,4
53,JG,adiciona numero,GRAFICO,x,2022,Jan,25,Tue,22,39,54
54,JG,ARRECADACAO,ARTE,x,2022,Jan,25,Tue,22,0,8
55,JG,COMBATE CORRUPCAO,x,x,2022,Jan,25,Tue,22,19,44
56,JG,COMBATE CORRUPCAO,x,x,2022,Jan,25,Tue,22,35,38
57,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,11,59,30
58,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,28,11
59,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,45,4
60,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,12,3,9
61,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,9,41
62,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,12,10
63,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,23,3
64,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,23,20
65,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,24,37
66,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,27,41
67,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,7,23
68,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,28,15
69,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,32,12
70,JH,TRANSPARENCIA,ARTE,x,2022,Jan,25,Tue,13,28,34
71,JH,TRANSPARENCIA,PASSEIO,x,2022,Jan,25,Tue,13,19,42
72,JH,VIVO SITE BC,DESTAQUE,x,2022,Jan,25,Tue,11,12,50
73,JH,VIVO SITE BC,DESTAQUE,x,2022,Jan,25,Tue,11,9,33
74,JN,ARRECADACAO,ARTE,GVB,2022,Jan,25,Tue,20,44,24
75,JN,COMBATE A CORRUPCAO,ARTE,x,2022,Jan,25,Tue,19,54,53
76,JN,COMBATE A CORRUPCAO,ARTE,x,2022,Jan,25,Tue,20,29,5
77,JN,COMBATE A CORRUPCAO,ARTE,x,2022,Jan,25,Tue,20,33,6
78,JN,COMBATE A CORRUPCAO,DISPLAY,x,2022,Jan,25,Tue,20,3,6
79,JN,COMBATE A CORRUPCAO,x,x,2022,Jan,25,Tue,19,41,45
0,BDBR,AUTO TESTE,DESTAQUE,x,2022,Jan,26,Wed,22,15,37
1,BDBR,AUTO TESTE,DESTAQUE,x,2022,Jan,26,Wed,22,10,42
2,BDBR,AUTO TESTE,DESTAQUE,x,2022,Jan,26,Wed,22,18,16
3,BDBR,AUTO TESTE,DESTAQUE,x,2022,Jan,26,Wed,21,42,59
4,BDDF,EMENDAS,x,x,2022,Jan,26,Wed,0,45,6
5,BDDF,CASTRACAO GRATUITA,x,x,2022,Jan,26,Wed,21,55,35
6,BDDF,COBERTURA VACINAL,DESTAQUE,x,2022,Jan,26,Wed,20,28,58
7,BDDF,CRIMINALIDADE,ARTE,KLB,2022,Jan,26,Wed,21,3,48
8,BDDF,CRIMINALIDADE,ARTE,KLB,2022,Jan,26,Wed,19,18,41
9,BDDF,CRIMINALIDADE,ARTE,KLB,2022,Jan,26,Wed,21,8,4
10,BDDF,CRIMINALIDADE,ARTE,KLB,2022,Jan,26,Wed,19,38,53
11,BDDF,FATO OU FAKE,x,x,2022,Jan,26,Wed,20,48,47
12,BDDF,FATO OU FAKE,x,x,2022,Jan,26,Wed,20,49,27
13,BDDF,FATO OU FAKE,x,x,2022,Jan,26,Wed,20,52,51
14,BDDF,FATO OU FAKE,x,x,2022,Jan,26,Wed,20,54,4
15,BDDF,MAPA,MAPA,x,2022,Jan,26,Wed,22,37,23
16,BDDF,MAPA,MAPA,x,2022,Jan,26,Wed,22,38,3
17,BDDF,MAUS TRATOS,ARTE,x,2022,Jan,26,Wed,20,7,39
18,BDDF,NAO VACINADOS,x,x,2022,Jan,26,Wed,21,24,55
19,BDDF,REGRAS PARA CASTRACAO GRATUITA,x,x,2022,Jan,26,Wed,22,4,39
20,BDDF,SAIU O DINHEIRO,ARTE,x,2022,Jan,26,Wed,1,44,40
21,BDDF,TELAO LEITOS PUBLICOS,TELA,x,2022,Jan,26,Wed,23,19,58
22,BDDF,TELAO,TELA,x,2022,Jan,26,Wed,23,59,45
23,BDDF,TELAO,TELA,x,2022,Jan,26,Wed,23,20,4
24,BDDF,TELAO,TELA,x,2022,Jan,26,Wed,23,22,11
25,DF1,COVID DF,ARTE,KMB,2022,Jan,26,Wed,11,3,5
26,DF1,COVID DF,ARTE,KMB,2022,Jan,26,Wed,11,7,13
27,DF1,COVID DF,ARTE,KMB,2022,Jan,26,Wed,11,5,48
28,DF1,COVID DF,DESTAQUE,KMB,2022,Jan,26,Wed,10,52,28
29,DF1,FLA FLU NO MANE,DESTAQUE,x,2022,Jan,26,Wed,11,23,41
30,DF1,ILUMINACAO PUBLICA,ARTE,x,2022,Jan,26,Wed,10,36,12
31,DF1,PERGUNTE AO DOUTOR,x,x,2022,Jan,26,Wed,9,42,9
32,DF1,SUITE TENEBRIS,ARTE,x,2022,Jan,26,Wed,10,26,31
33,DF1,SUITE TENEBRIS,DESTAQUE,KMB,2022,Jan,26,Wed,9,45,18
34,DF1,SUITE TENEBRIS,DESTAQUE,KMB,2022,Jan,26,Wed,9,53,42
35,DF1,SUITE TENEBRIS,DESTAQUE,KMB,2022,Jan,26,Wed,9,58,10
36,DF1,SUITE TENEBRIS,DESTAQUE,KMB,2022,Jan,26,Wed,10,1,27
37,DF1,SUITE TENEBRIS,DESTAQUE,KMB,2022,Jan,26,Wed,10,6,8
38,DF1,SUITE TENEBRIS,DESTAQUE,KMB,2022,Jan,26,Wed,10,20,0
39,DF1,UPAS,MAPA,x,2022,Jan,26,Wed,11,4,15
40,DF2,COVID,GRAFICO,x,2022,Jan,26,Wed,17,54,25
41,DF2,COVID,GRAFICO,KLB,2022,Jan,26,Wed,18,36,27
42,DF2,COVID,GRAFICO,KLB,2022,Jan,26,Wed,18,23,41
43,DF2,COVID,x,KLB,2022,Jan,26,Wed,17,50,17
44,DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,26,Wed,16,34,39
45,DF2,LEITOS COVID,DESTAQUE,x,2022,Jan,26,Wed,17,22,14
46,DF2,VACINACAO INFANTOJUVENIL,x,x,2022,Jan,26,Wed,18,21,7
47,GE,FLA FLU NO MANE,DESTAQUE,x,2022,Jan,26,Wed,11,44,33
48,GE,TWEET FIFA,DESTAQUE,x,2022,Jan,26,Wed,9,21,33
49,GNEWS,AUTOTESTE,DESTAQUE,x,2022,Jan,26,Wed,10,31,41
50,GNEWS,AUTOTESTE,DESTAQUE,x,2022,Jan,26,Wed,10,54,6
51,GNEWS,CALENDARIO ELEITORAL,TELA,x,2022,Jan,26,Wed,21,22,41
52,GNEWS,CALENDARIO ELEITORAL,TELA,x,2022,Jan,26,Wed,21,42,0
53,GNEWS,CARTA BOLSONARO,x,x,2022,Jan,26,Wed,21,1,5
54,GNEWS,CARTA BOLSONARO,x,x,2022,Jan,26,Wed,21,1,15
55,GNEWS,COLIGACOES,TELA,x,2022,Jan,26,Wed,17,41,52
56,GNEWS,NOTA MPF DESTAQUE,DESTAQUE,x,2022,Jan,26,Wed,19,36,50
57,GNEWS,VACINA CHEGADA,ARTE,KLB,2022,Jan,26,Wed,16,31,50
58,GNEWS,VACINAS PEDIATRICAS SEQUENCIA,x,x,2022,Jan,26,Wed,19,25,13
59,GNEWS,VACINAS PEDIATRICAS SEQUENCIA,x,x,2022,Jan,26,Wed,20,39,37
60,GNEWS,VACINAS PEDIATRICAS SEQUENCIA,x,x,2022,Jan,26,Wed,19,37,56
61,JH,AUTOTESTE,DESTAQUE,x,2022,Jan,26,Wed,11,45,12
62,JH,AUTOTESTE,DESTAQUE,x,2022,Jan,26,Wed,11,45,51
63,JH,AUTOTESTE,DESTAQUE,x,2022,Jan,26,Wed,11,49,39
64,JH,AUTOTESTE,DESTAQUE,x,2022,Jan,26,Wed,11,45,19
65,JH,AUTOTESTE,DESTAQUE,x,2022,Jan,26,Wed,11,47,30
66,JH,AUTOTESTE,DESTAQUE,x,2022,Jan,26,Wed,11,48,47
67,JH,NOTA TEC,DESTAQUE,x,2022,Jan,26,Wed,12,18,48
68,JH,NOTA TEC,DESTAQUE,x,2022,Jan,26,Wed,12,4,12
69,JH,NOTA TEC,DESTAQUE,x,2022,Jan,26,Wed,11,54,43
70,JH,VACINAS CHEGADA,ARTE,x,2022,Jan,26,Wed,11,40,41
71,JN,NOTA TECNICA SAUDE,DESTAQUE,x,2022,Jan,26,Wed,20,13,59
0,BDBR,NOTA,x,x,2022,Jan,27,Thu,23,24,39
1,BDDF,CURSO DE ROBOTICA,x,x,2022,Jan,27,Thu,20,57,34
2,BDDF,FABRICA,x,x,2022,Jan,27,Thu,18,14,40
3,BDDF,LEITOS COVID,DESTAQUE,x,2022,Jan,27,Thu,19,20,26
4,BDDF,MAUS TRATOS,ARTE,x,2022,Jan,27,Thu,5,29,54
5,BDDF,OCORRÊNCIAS,x,PHB,2022,Jan,27,Thu,19,9,46
6,BDDF,OUVIDORIA,ARTE,x,2022,Jan,27,Thu,20,22,13
7,BDDF,OUVIDORIA,ARTE,x,2022,Jan,27,Thu,20,2,57
8,BDDF,SELO COMBATE À PEDOFILIA,x,x,2022,Jan,27,Thu,5,34,33
9,BDDF,SUNGA,DESTAQUE,x,2022,Jan,27,Thu,22,13,4
10,DF1,FALTA SEGURANCA,ARTE,KMB,2022,Jan,27,Thu,10,25,51
11,DF1,FUNCIONARIOS HCAMP,DESTAQUE,x,2022,Jan,27,Thu,10,15,55
12,DF1,FUNCIONARIOS HCAMP,DESTAQUE,KMB,2022,Jan,27,Thu,10,4,21
13,DF1,GOLPES WHATSAPP,ARTE,x,2022,Jan,27,Thu,10,58,19
14,DF1,GOLPES WHATSAPP,DESTAQUE,x,2022,Jan,27,Thu,10,44,48
15,DF1,GOLPES WHATSAPP,DESTAQUE,x,2022,Jan,27,Thu,10,44,56
16,DF1,GOLPES WHATSAPP,DESTAQUE,x,2022,Jan,27,Thu,11,17,42
17,DF1,GOLPES WHATSAPP,DESTAQUE,x,2022,Jan,27,Thu,11,10,8
18,DF1,NAJA DE BRASILIA,DESTAQUE,x,2022,Jan,27,Thu,10,23,50
19,DF1,NAJA DE BRASILIA,FOTO,x,2022,Jan,27,Thu,10,20,43
20,DF1,NAJA DE BRASILIA,FOTO,x,2022,Jan,27,Thu,10,26,35
21,GNEWS,TELAS,TELA,x,2022,Jan,27,Thu,19,55,1
22,GNEWS,TELAS,TELA,x,2022,Jan,27,Thu,20,38,36
23,GNEWS,NOTA,x,x,2022,Jan,27,Thu,20,18,6
24,GNEWS,NOTA,x,x,2022,Jan,27,Thu,21,25,50
25,GE,DOC URGENTE,x,x,2022,Jan,27,Thu,18,30,9
26,GNEWS,J10,DESTAQUE,x,2022,Jan,27,Thu,19,7,32
27,GNEWS,TELAO,TELA,x,2022,Jan,27,Thu,21,42,22
28,GNEWS,TELAO,TELA,x,2022,Jan,27,Thu,21,6,45
29,H1,NOTA,x,x,2022,Jan,27,Thu,23,54,18
30,JG,NOTA,x,x,2022,Jan,27,Thu,22,0,32
31,JG,VACINA,DESTAQUE,x,2022,Jan,27,Thu,23,30,58
32,JH,GRAVACOES AMBIENTAIS,DESTAQUE,AMB,2022,Jan,27,Thu,12,7,33
33,JH,GRAVACOES AMBIENTAIS,DESTAQUE,AMB,2022,Jan,27,Thu,12,10,13
34,JH,GRAVACOES AMBIENTAIS,DESTAQUE,AMB,2022,Jan,27,Thu,12,11,40
35,JH,GRAVACOES AMBIENTAIS,DESTAQUE,AMB,2022,Jan,27,Thu,13,22,0
36,JN,MORAES BOLSONARO,DESTAQUE,x,2022,Jan,27,Thu,20,41,6
37,JN,MORAES BOLSONARO,DESTAQUE,x,2022,Jan,27,Thu,20,27,21
38,JN,MORAES BOLSONARO,DESTAQUE,x,2022,Jan,27,Thu,20,29,47
39,JN,MORAES BOLSONARO,DESTAQUE,x,2022,Jan,27,Thu,20,31,50
40,JN,MORAES BOLSONARO,DESTAQUE,x,2022,Jan,27,Thu,20,33,52
41,JN,MORAES BOLSONARO,x,x,2022,Jan,27,Thu,20,35,28
0,BDBR,DOMESTICAS,ARTE,x,2022,Jan,28,Fri,21,29,39
1,BDDF,3,x,x,2022,Jan,28,Fri,0,3,46
2,DF1,AGLOMERACOES,ARTE,x,2022,Jan,28,Fri,10,57,54
3,DF1,AGLOMERACOES,ARTE,x,2022,Jan,28,Fri,11,22,10
4,DF1,AGLOMERAÇÕES,DESTAQUE,x,2022,Jan,28,Fri,10,16,22
5,DF1,AGLOMERAÇÕES,DESTAQUE,x,2022,Jan,28,Fri,11,24,28
6,DF1,AGLOMERAÇÕES,DESTAQUE,x,2022,Jan,28,Fri,10,16,37
7,DF1,AGLOMERAÇÕES,DESTAQUE,x,2022,Jan,28,Fri,11,24,46
8,DF1,AGRESSAO MEDICA,DESTAQUE,x,2022,Jan,28,Fri,21,7,0
9,DF1,DETRAN,ARTE,KMB,2022,Jan,28,Fri,11,24,12
10,DF1,DETRAN,x,KMB,2022,Jan,28,Fri,11,23,35
11,DF1,DETRAN,x,KMB,2022,Jan,28,Fri,11,25,49
12,DF1,DETRAN,x,KMB,2022,Jan,28,Fri,11,34,39
13,DF1,SAIDA AGUAS CLARAS,MAPA,x,2022,Jan,28,Fri,10,54,27
14,GE,DENGUE PASSAGEM,DISPLAY,KLB,2022,Jan,28,Fri,16,15,57
