PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDBR,ENTREGADOR APLICATIVO,DESTAQUE,KMB,2022,Jan,6,Thu,7,11,1
BDBR,JUROS CONSUMIDOR,ARTE,GVB,2022,Jan,6,Thu,23,51,11
BDBR,JUROS CONSUMIDOR,ARTE,GVB,2022,Jan,6,Thu,23,56,51
BDBR,VACINA CRIANCA,ARTE,GVB,2022,Jan,6,Thu,0,15,39
BDBR,VACINA CRIANCA,ARTE,GVB,2022,Jan,6,Thu,7,38,58
BDDF,COVID E INFLUENZA,x,x,2022,Jan,6,Thu,22,50,45
BDDF,DENGUE CASOS,x,x,2022,Jan,6,Thu,21,30,11
BDDF,DENGUE CASOS,x,x,2022,Jan,6,Thu,21,33,46
BDDF,DENGUE MORTES,x,x,2022,Jan,6,Thu,21,33,56
BDDF,FATO OU FAKE,x,x,2022,Jan,6,Thu,5,25,52
BDDF,FATO OU FAKE,x,x,2022,Jan,6,Thu,5,25,40
BDDF,SELO COVID,x,x,2022,Jan,6,Thu,5,12,29
BDDF,TAXA DE TRANSMISAO COMPARATIVO,x,x,2022,Jan,6,Thu,23,23,24
BDDF,TAXA DE TRANSMISSAO,x,x,2022,Jan,6,Thu,22,35,41
DF1,NOTA SECRETARIA,DESTAQUE,x,2022,Jan,6,Thu,11,31,59
DF1,NOTA SECRETARIA,DESTAQUE,x,2022,Jan,6,Thu,11,19,12
DF1,TELA,TELA,x,2022,Jan,6,Thu,10,26,47
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,9,52,43
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,10,22,9
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,10,6,15
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,10,40,43
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,9,46,51
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,10,13,49
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,9,59,11
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,10,18,48
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,10,3,51
DF1,TRETA DETRAN,DESTAQUE,KMB,2022,Jan,6,Thu,10,10,6
DF1,TRETA DETRAN,FOTO,KMB,2022,Jan,6,Thu,9,53,25
DF1,VACINA CRIANCA,ARTE,x,2022,Jan,6,Thu,11,11,55
DF1,VACINA CRIANCA,ARTE,x,2022,Jan,6,Thu,12,15,5
DF1,VACINA CRIANCA,ARTE,x,2022,Jan,6,Thu,12,15,54
DF1,VACINA CRIANCA,ARTE,x,2022,Jan,6,Thu,12,13,34
DF1,VENDAS SEMINOVOS,ARTE,x,2022,Jan,6,Thu,11,17,53
DF1,VENDAS SEMINOVOS,ARTE,x,2022,Jan,6,Thu,11,18,12
DF2,LAPADA TJDFT,DESTAQUE,x,2022,Jan,6,Thu,15,6,36
GE,CARTA FABIO,DESTAQUE,x,2022,Jan,6,Thu,10,50,40
GE,CARTA FABIO,DESTAQUE,x,2022,Jan,6,Thu,11,20,27
GE,CARTA FABIO,DESTAQUE,x,2022,Jan,6,Thu,10,50,48
GE,FLAMENGO,DESTAQUE,x,2022,Jan,6,Thu,10,38,55
GE,PASSAGEM CUCA,ARTE,x,2022,Jan,6,Thu,10,37,20
GE,PASSAGEM CUCA,ARTE,x,2022,Jan,6,Thu,10,19,3
GE,PASSAGEM CUCA,ARTE,x,2022,Jan,6,Thu,10,13,47
GNEWS,CONECTAR,DESTAQUE,GVB,2022,Jan,6,Thu,17,54,38
GNEWS,CONECTAR,DESTAQUE,GVB,2022,Jan,6,Thu,17,46,22
GNEWS,CONECTAR,DESTAQUE,GVB,2022,Jan,6,Thu,17,58,10
GNEWS,COVID-19 - VACINAÇÃO INFANTIL,TELA,x,2022,Jan,6,Thu,7,21,56
GNEWS,COVID-19 - VACINAÇÃO INFANTIL,TELA,x,2022,Jan,6,Thu,7,22,6
GNEWS,COVID-19 - VACINAÇÃO INFANTIL,TELA,x,2022,Jan,6,Thu,7,22,14
GNEWS,COVID-19 - VACINAÇÃO INFANTIL,TELA,x,2022,Jan,6,Thu,7,22,48
GNEWS,COVID-19 - VACINAÇÃO INFANTIL,TELA,x,2022,Jan,6,Thu,7,22,54
GNEWS,COVID-19 - VACINAÇÃO INFANTIL,TELA,x,2022,Jan,6,Thu,7,23,7
GNEWS,DESAFIOS ECONOMICOS,TELA,GVB,2022,Jan,6,Thu,20,50,32
GNEWS,DOC EXERCITO,DESTAQUE,x,2022,Jan,6,Thu,8,39,47
GNEWS,DOC EXERCITO,DESTAQUE,x,2022,Jan,6,Thu,8,40,41
GNEWS,OPERANTAR,MAPA,x,2022,Jan,6,Thu,11,13,17
GNEWS,OPERANTAR,MAPA,x,2022,Jan,6,Thu,12,1,18
GNEWS,OPERANTAR,MAPA,x,2022,Jan,6,Thu,12,0,21
GNEWS,OPERANTAR,MAPA,x,2022,Jan,6,Thu,11,58,54
GNEWS,OPERANTAR,MAPA,x,2022,Jan,6,Thu,11,56,50
GNEWS,RECOMENDACOES DA ANVISA,x,x,2022,Jan,6,Thu,19,45,42
GNEWS,VERBAS CHUVAS,GRAFICO,KMB,2022,Jan,6,Thu,7,26,36
JG,NOTA SBP,x,x,2022,Jan,6,Thu,21,51,46
JG,NOTA SBP,x,x,2022,Jan,6,Thu,21,51,51
JH,ARTE 1,ARTE,KMB,2022,Jan,6,Thu,11,9,17
JH,ARTE 2,ARTE,KMB,2022,Jan,6,Thu,11,11,43
JH,ARTE 3,ARTE,KMB,2022,Jan,6,Thu,11,12,38
JH,EXERCITO PANDEMIA,DESTAQUE,x,2022,Jan,6,Thu,12,28,10
JH,EXERCITO PANDEMIA,DESTAQUE,x,2022,Jan,6,Thu,11,19,15
JH,EXERCITO PANDEMIA,DESTAQUE,x,2022,Jan,6,Thu,11,20,30
JH,EXERCITO PANDEMIA,DESTAQUE,x,2022,Jan,6,Thu,11,22,9
JH,EXERCITO PANDEMIA,PASSEIO,x,2022,Jan,6,Thu,10,17,13
JN,CERRADO,ARTE,x,2022,Jan,6,Thu,18,9,29
JN,CERRADO,ARTE,x,2022,Jan,6,Thu,18,9,39
JN,INCENTIVO CARVAO,ARTE,x,2022,Jan,6,Thu,19,34,20
JN,MINISTERIO DA SAUDE,DESTAQUE,x,2022,Jan,6,Thu,18,51,17
