PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDBR,LETTERING,x,x,2022,Jan,14,Fri,20,20,46
BDDF,TESTES POSITIVOS,GRAFICO,x,2022,Jan,14,Fri,0,4,14
BDDF,TWITTER IBANEIS,x,x,2022,Jan,14,Fri,5,7,36
DF1,AGRESSAO MAC,DESTAQUE,x,2022,Jan,14,Fri,11,13,51
DF1,AGRESSAO MAC,DESTAQUE,x,2022,Jan,14,Fri,9,57,5
DF1,NOVOS LEITOS,ARTE,x,2022,Jan,14,Fri,21,42,24
DF1,OCUPACAO LEITOS,DESTAQUE,x,2022,Jan,14,Fri,9,14,53
DF1,OCUPACAO LEITOS,DESTAQUE,x,2022,Jan,14,Fri,9,28,52
DF1,RESSONANCIA,DESTAQUE,x,2022,Jan,14,Fri,9,57,40
DF1,RESSONANCIA,DESTAQUE,x,2022,Jan,14,Fri,10,0,27
DF1,RESSONANCIA,DESTAQUE,x,2022,Jan,14,Fri,10,2,26
DF1,RESSONANCIA,PASSEIO,x,2022,Jan,14,Fri,10,30,22
DF1,VACINACAO CRIANCAS,ARTE,x,2022,Jan,14,Fri,11,43,21
DF1,VACINACAO CRIANCAS,ARTE,x,2022,Jan,14,Fri,11,45,10
DF1,VACINACAO CRIANCAS,ARTE,x,2022,Jan,14,Fri,11,47,29
DF1,VACINACAO CRIANCAS,MAPA,x,2022,Jan,14,Fri,10,44,27
DF1,VACINACAO CRIANCAS,MAPA,x,2022,Jan,14,Fri,15,5,32
DF2,COVID,x,x,2022,Jan,14,Fri,17,34,54
GE,COVID,x,x,2022,Jan,14,Fri,17,25,53
DF2,COVID,DESTAQUE,x,2022,Jan,14,Fri,17,27,4
DF2,GOLPE REDES SOCIAIS,DESTAQUE,x,2022,Jan,14,Fri,17,10,8
DF2,GOLPE REDES SOCIAIS,x,x,2022,Jan,14,Fri,18,18,7
DF2,GOLPE REDES SOCIAIS,PASSEIO,x,2022,Jan,14,Fri,17,51,43
GE,FOTOS 01 SELVAGEM E LIVRE,FOTO,x,2022,Jan,14,Fri,23,13,26
x,FOTOS 02 PIGCASSO TELA,FOTO,x,2022,Jan,14,Fri,23,14,5
x,FOTOS 03 mascote,FOTO,x,2022,Jan,14,Fri,23,14,12
x,FOTOS 04 pintura vini,FOTO,x,2022,Jan,14,Fri,23,14,14
GE,DJOKO,DESTAQUE,KMB,2022,Jan,14,Fri,11,4,29
GNEWS,ARTE,ARTE,x,2022,Jan,14,Fri,21,11,7
GNEWS,ARTE,ARTE,x,2022,Jan,14,Fri,21,3,19
GNEWS,CALENDARIO ENTREGA ARTE,ARTE,x,2022,Jan,14,Fri,18,51,48
GNEWS,CALENDÁRIO,ARTE,PHB,2022,Jan,14,Fri,15,10,21
J10,JOGO,x,x,2022,Jan,14,Fri,22,8,9
J10,JOGO,x,x,2022,Jan,14,Fri,22,0,6
JH,ARTE 1,ARTE,KMB,2022,Jan,14,Fri,12,13,46
JH,ARTE 2,ARTE,KMB,2022,Jan,14,Fri,12,14,9
JH,ARTE 3,ARTE,KMB,2022,Jan,14,Fri,12,14,26
JH,DECRETO LUZ,DESTAQUE,KMB,2022,Jan,14,Fri,13,22,43
JH,DECRETO LUZ,DESTAQUE,KMB,2022,Jan,14,Fri,13,19,13
JH,VACINACAO CRIANCAS,ARTE,x,2022,Jan,14,Fri,12,21,2
JH,VACINACAO CRIANCAS,ARTE,x,2022,Jan,14,Fri,12,36,25
