PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDBR,NOTA MS,DESTAQUE,x,2022,Jan,20,Thu,23,27,9
BDBR,TESTE PLANO,ARTE,x,2022,Jan,20,Thu,7,53,34
BDBR,TESTES POSITIVOS,ARTE,x,2022,Jan,20,Thu,7,13,45
BDBR,VACINACAO,ARTE,x,2022,Jan,20,Thu,22,19,16
BDBR,VACINACAO,ARTE,x,2022,Jan,20,Thu,23,55,12
BDBR,VACINACAO,ARTE,x,2022,Jan,20,Thu,22,30,25
BDDF,ARMA,x,x,2022,Jan,20,Thu,23,56,43
BDDF,CASOS COVID,ARTE,x,2022,Jan,20,Thu,23,43,51
BDDF,CASOS COVID,ARTE,x,2022,Jan,20,Thu,23,10,24
BDDF,CASOS COVID,ARTE,x,2022,Jan,20,Thu,23,47,45
BDDF,CASOS COVID,ARTE,x,2022,Jan,20,Thu,23,3,7
BDDF,COMBUSTIVEIS,x,x,2022,Jan,20,Thu,22,36,13
BDDF,ESCOLAS EM REFORMA,MAPA,x,2022,Jan,20,Thu,5,25,5
BDDF,FATO OU FAKE,x,x,2022,Jan,20,Thu,5,25,57
BDDF,FATO OU FAKE,x,x,2022,Jan,20,Thu,5,26,10
BDDF,ILUMINACAO PUBLICA,ARTE,x,2022,Jan,20,Thu,19,20,33
BDDF,ILUMINACAO PUBLICA,DISPLAY,x,2022,Jan,20,Thu,19,31,38
BDDF,OBRAS VICENTE PIRES,MAPA,x,2022,Jan,20,Thu,5,39,30
BDDF,OBRAS VICENTE PIRES,MAPA,x,2022,Jan,20,Thu,5,53,39
BDDF,OBRAS VICENTE PIRES,MAPA,x,2022,Jan,20,Thu,6,10,40
BDDF,STF PICANHA,DESTAQUE,x,2022,Jan,20,Thu,21,27,6
BDDF,TRANSPORTE,ARTE,x,2022,Jan,20,Thu,21,48,54
DF1,CASOS ATIVOS,ARTE,KMB,2022,Jan,20,Thu,10,40,55
DF1,COVID BANCARIOS,DESTAQUE,KMB,2022,Jan,20,Thu,10,53,38
DF1,FILA UTI,DESTAQUE,x,2022,Jan,20,Thu,9,23,30
DF1,FILA UTI,DESTAQUE,x,2022,Jan,20,Thu,9,27,15
DF1,IGREJINHA,ARTE,x,2022,Jan,20,Thu,12,0,25
DF1,REPERCUTE COLETIVA,DESTAQUE,KMB,2022,Jan,20,Thu,11,50,56
DF1,REPERCUTE COLETIVA,DESTAQUE,KMB,2022,Jan,20,Thu,11,49,7
DF1,REPERCUTE COLETIVA,DESTAQUE,KMB,2022,Jan,20,Thu,11,2,7
DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,20,Thu,18,12,32
DF2,ILUMINACAO PUBLICA,ARTE,x,2022,Jan,20,Thu,18,16,3
GE,COPA SP JUNIOR,ARTE,x,2022,Jan,20,Thu,0,30,58
GE,COPA SP JUNIOR,ARTE,PHB,2022,Jan,20,Thu,19,8,47
GE,ENDRICK,ARTE,x,2022,Jan,20,Thu,12,19,47
GE,ENDRICK,ARTE,x,2022,Jan,20,Thu,10,59,46
GE,ENDRICK,ARTE,x,2022,Jan,20,Thu,11,34,17
GE,ENDRICK,FOTO,x,2022,Jan,20,Thu,10,31,37
GE,ENDRICK,FOTO,x,2022,Jan,20,Thu,11,20,54
GNEWS,ELEICAO E O MINISTERIO DE BOLSONARO,TELA,x,2022,Jan,20,Thu,13,33,42
GNEWS,FOTOS,FOTO,PHB,2022,Jan,20,Thu,17,42,14
GNEWS,LIRA FUNDAO,DESTAQUE,x,2022,Jan,20,Thu,14,43,12
GNEWS,LIRA FUNDAO,DESTAQUE,x,2022,Jan,20,Thu,14,27,27
GNEWS,TESTE PLANO SAUDE,ARTE,KMB,2022,Jan,20,Thu,14,5,10
GNEWS,VACINA CRIANCAS,ARTE,KLB,2022,Jan,20,Thu,19,52,0
GNEWS,VACINA CRIANCAS,ARTE,KLB,2022,Jan,20,Thu,15,41,31
J10,LETTERING ENTREVISTADA,x,x,2022,Jan,20,Thu,21,11,56
JG,TWITTER MARCELO QUEIROGA,x,x,2022,Jan,20,Thu,21,41,44
JG,TWITTER MARCELO QUEIROGA,DESTAQUE,x,2022,Jan,20,Thu,22,37,16
JH,DOC LIRA,ARTE,KMB,2022,Jan,20,Thu,12,20,28
JH,DOC LIRA,ARTE,KMB,2022,Jan,20,Thu,12,23,53
JH,DOC LIRA,ARTE,KMB,2022,Jan,20,Thu,12,26,50
JH,TESTE PLANO SAUDE,ARTE,KMB,2022,Jan,20,Thu,12,3,3
JH,TESTE PLANO SAUDE,ARTE,KMB,2022,Jan,20,Thu,13,25,17
JN,ANVISA CRIANCA,ARTE,x,2022,Jan,20,Thu,19,44,38
JN,ANVISA CRIANCA,ARTE,x,2022,Jan,20,Thu,19,45,53
JN,ANVISA CRIANCA,ARTE,FQB,2022,Jan,20,Thu,20,2,57
JN,ANVISA CRIANCA,ARTE,FQB,2022,Jan,20,Thu,20,1,32
JN,ANVISA CRIANCA,ARTE,x,2022,Jan,20,Thu,19,59,33
JN,CORONAVAC CRIANCAS,x,x,2022,Jan,20,Thu,20,21,43
JN,CORONAVAC CRIANCAS,x,x,2022,Jan,20,Thu,19,39,53
