PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
BDBR,AUMENTO SAUDE,x,x,2022,Jan,17,Mon,22,21,38
BDBR,AUMENTO SAUDE,x,x,2022,Jan,17,Mon,23,27,45
BDDF,ANTIGENO,x,x,2022,Jan,17,Mon,23,34,50
BDDF,PCR,x,x,2022,Jan,17,Mon,23,33,54
BDDF,PRECO,x,x,2022,Jan,17,Mon,20,49,1
BDDF,MULTAS DETRAN,ARTE,x,2022,Jan,17,Mon,20,34,42
BDDF,QUEM PODE TESTAR vale esse,x,x,2022,Jan,17,Mon,21,37,33
BDDF,QUEM PODE TESTAR,x,x,2022,Jan,17,Mon,21,35,16
BDDF,SELO VACINAÇÃO INFANTIL,x,x,2022,Jan,17,Mon,5,10,14
BDDF,SITE REMEDIOS,PASSEIO,x,2022,Jan,17,Mon,22,28,39
BDDF,SITE REMEDIOS,PASSEIO,x,2022,Jan,17,Mon,22,2,45
DF1,EMPRESTIMO,x,x,2022,Jan,17,Mon,20,0,46
DF1,MASCARAS,ARTE,x,2022,Jan,17,Mon,11,22,4
DF1,METEORO,MAPA,x,2022,Jan,17,Mon,10,0,44
DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,17,Mon,17,36,35
DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,17,Mon,17,54,52
DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,17,Mon,18,1,10
DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,17,Mon,18,2,54
DF2,DESTAQUE,DESTAQUE,PHB,2022,Jan,17,Mon,17,18,47
DF2,PROJETO CAVE GUARA,FOTO,x,2022,Jan,17,Mon,17,57,35
DF2,TCDF DESTAQUE NOTA,DESTAQUE,x,2022,Jan,17,Mon,18,1,23
DF2,TCDF,DESTAQUE,x,2022,Jan,17,Mon,17,58,58
DF2,UTI COVID,DESTAQUE,x,2022,Jan,17,Mon,16,50,26
DF2,UTI COVID,DESTAQUE,x,2022,Jan,17,Mon,16,56,0
DF2,UTI COVID,DESTAQUE,x,2022,Jan,17,Mon,16,59,57
x,CADE DIRETOR,DESTAQUE,x,2022,Jan,17,Mon,10,39,38
x,CADE DIRETOR,FOTO,x,2022,Jan,17,Mon,10,31,0
x,CADE DIRETOR,x,x,2022,Jan,17,Mon,11,21,47
x,CADE DIRETOR,x,x,2022,Jan,17,Mon,17,17,9
GE,BRASILIA VOLEI,DESTAQUE,KMB,2022,Jan,17,Mon,9,35,22
GE,BRASILIA VOLEI,DESTAQUE,KMB,2022,Jan,17,Mon,9,40,19
GE,REAL MADRID,ARTE,x,2022,Jan,17,Mon,9,40,28
GE,TELAO MERCHAN,TELA,x,2022,Jan,17,Mon,9,14,25
JH,PERICIA INSS,DESTAQUE,x,2022,Jan,17,Mon,11,12,26
JH,PERICIA INSS,DESTAQUE,x,2022,Jan,17,Mon,12,3,5
JH,PERICIA INSS,DESTAQUE,x,2022,Jan,17,Mon,12,43,27
JH,PERICIA INSS,DESTAQUE,x,2022,Jan,17,Mon,11,51,34
